# f avgSuu avgSvv avgSww
6.055454452393338113e-03 3.155548932508986493e+00 1.000020157993887215e-01 1.605464951372082560e-01
7.629394531249999133e-03 2.209239091517175169e+01 1.558220849929929264e+00 2.423577517856610353e+00
9.612434767874702621e-03 3.881618891241199076e+00 3.200748180495006090e-01 5.483171853330169876e-01
1.211090890478667623e-02 5.177244746154436861e+00 6.111743276935404090e-01 7.714067991230902921e-01
1.525878906249999827e-02 7.239436411759318624e+00 7.072658999397388735e-01 5.354112505784686116e-01
1.922486953574940524e-02 2.848314717612152602e+00 4.779264102717099005e-01 2.749513482661049557e-01
2.422181780957335245e-02 1.458075242876884836e+00 1.806912464339167357e-01 2.673547267217872281e-01
3.051757812499999653e-02 1.669604002406904097e+00 4.658989852641339247e-01 3.117933014109540713e-01
3.844973907149881048e-02 1.013261883805219199e+00 3.274362475432646136e-01 2.620473240977750362e-01
4.844363561914670491e-02 5.064095972734118378e-01 2.478899636397614847e-01 1.732197910193664647e-01
6.103515624999999306e-02 3.448940299471138227e-01 1.958778791845361689e-01 1.579153575107714036e-01
7.689947814299762097e-02 2.171630040723200872e-01 1.423897858206809308e-01 9.632052965417407797e-02
9.688727123829340981e-02 9.477009134007048641e-02 1.242742953036388848e-01 6.802566299807087657e-02
1.220703124999999861e-01 5.041212932324809493e-02 6.791645361950535142e-02 3.460106087867114572e-02
1.537989562859952419e-01 2.041403276685581705e-02 2.885995857559676275e-02 1.772385575598683580e-02
1.937745424765868196e-01 9.120936506050173614e-03 1.617697050316494606e-02 6.465034729673900006e-03
2.441406249999999722e-01 2.534140608662044207e-03 4.889963431580265224e-03 2.538284353258840609e-03
3.075979125719904839e-01 9.239844631634223102e-04 1.196306572134237618e-03 6.282968683531926042e-04
3.875490849531736393e-01 2.133169681944121641e-04 2.171332679798823129e-04 1.126124427915831426e-04
4.882812499999999445e-01 5.149595933830391299e-05 3.463114870095883492e-05 1.710633724795948687e-05
6.151958251439809677e-01 6.299356268415696199e-06 3.561527545469032621e-06 1.720218784773184608e-06
7.750981699063472785e-01 3.239732735693585764e-07 2.015050297533943047e-07 1.275223134672204546e-07
9.765624999999998890e-01 4.902566657481322683e-09 2.737892896957994532e-09 2.109788728912625941e-09
1.230391650287961935e+00 7.299622833426957951e-11 4.704328156357013942e-11 3.107089917948737277e-11
1.550196339812694557e+00 4.575209289957318777e-11 2.896676023103906570e-11 1.942550303975506895e-11
1.953124999999999778e+00 8.775453953571107444e-11 6.119746908565152682e-11 3.439110616877973091e-11
2.460783300575923871e+00 8.364275245977910269e-12 5.136020120683249155e-12 3.348636562925081363e-12
3.100392679625389114e+00 1.261622127357135413e-12 6.712657640883564165e-13 4.582728479444205889e-13
3.906249999999999556e+00 1.246277971713777366e-11 8.192986260896138063e-12 4.826811317210667632e-12
