# f avgSuu avgSvv avgSww
6.055454452393338113e-03 3.567861536168029257e+00 8.337886040851494318e-02 1.754391490730398129e-01
7.629394531249999133e-03 2.506921580085746015e+01 1.227973816140381924e+00 2.663885058501378023e+00
9.612434767874702621e-03 4.237147366823847960e+00 2.790652081818721930e-01 6.073285008641384763e-01
1.211090890478667623e-02 5.183746256224633697e+00 6.625912534106804808e-01 8.146816046117999477e-01
1.525878906249999827e-02 7.021673590181932489e+00 7.347240526239314784e-01 5.685282118180173816e-01
1.922486953574940524e-02 2.820388175511864493e+00 4.752062912750828483e-01 2.830112783951148625e-01
2.422181780957335245e-02 1.429263759439003856e+00 2.026317479169036373e-01 2.702551017852112825e-01
3.051757812499999653e-02 1.513035742110484305e+00 4.422965063913416039e-01 3.038000543849532220e-01
3.844973907149881048e-02 1.146286926309999066e+00 3.375241550685841307e-01 2.862827639050819495e-01
4.844363561914670491e-02 5.257011249251889451e-01 2.549320107575380745e-01 1.905694051547481838e-01
6.103515624999999306e-02 3.619077407455805195e-01 1.967341990503234661e-01 1.669607507672301594e-01
7.689947814299762097e-02 2.468051726577852045e-01 1.533992510783295238e-01 1.076569027241481846e-01
9.688727123829340981e-02 1.198775127379217292e-01 1.260437000912001670e-01 7.857376811790224569e-02
1.220703124999999861e-01 6.004439540247992479e-02 6.871484962608008507e-02 4.258001024612812629e-02
1.537989562859952419e-01 2.550143596584111827e-02 2.865502230353823149e-02 2.148031859163484006e-02
1.937745424765868196e-01 1.375732314437095802e-02 1.649632394895696186e-02 9.214039851988195529e-03
2.441406249999999722e-01 5.534472782332018961e-03 5.411963556737938406e-03 4.251494180556130570e-03
3.075979125719904839e-01 2.390919553848520895e-03 1.880442237928689085e-03 1.545864976102552394e-03
3.875490849531736393e-01 7.608531354793828406e-04 4.935555146778861525e-04 4.250089954032838270e-04
4.882812499999999445e-01 2.529991447982475107e-04 1.415807629249428488e-04 1.052283942103466062e-04
6.151958251439809677e-01 5.489497474305580165e-05 2.990899100841177559e-05 2.614483369801300536e-05
7.750981699063472785e-01 5.287006786572338681e-06 2.539895920364819257e-06 3.304216484995797060e-06
9.765624999999998890e-01 1.270375101940930455e-07 6.609964038348890668e-08 9.792179798227298024e-08
1.230391650287961935e+00 1.228571312114965243e-09 6.859746561913695370e-10 8.964001941257796592e-10
1.550196339812694557e+00 1.112901897577386582e-11 8.952169656888481464e-12 9.990475423051034685e-12
1.953124999999999778e+00 5.375770428328667345e-12 4.480202646271475461e-12 3.072021417110574354e-12
2.460783300575923871e+00 1.201941578072949042e-12 8.698453249434454653e-13 5.791292824443043773e-13
3.100392679625389114e+00 7.787394007449774478e-13 2.994937221571173059e-13 2.684655885311287412e-13
3.906249999999999556e+00 1.399142815977111100e-12 7.725023427313923353e-13 4.973936375575176723e-13
