# f avgSuu avgSvv avgSww
6.055454452393338113e-03 3.547141739672586169e+00 6.570725291890905373e-02 1.941348088169534691e-01
7.629394531249999133e-03 2.517063772834404745e+01 1.167248380523501217e+00 2.831179476758938662e+00
9.612434767874702621e-03 4.065750478740585372e+00 3.186638399978435343e-01 7.152424082996978738e-01
1.211090890478667623e-02 5.005715177071980548e+00 7.137240064557006658e-01 8.693458811152293686e-01
1.525878906249999827e-02 6.646275005896618460e+00 7.699408492240087387e-01 6.128256153185704935e-01
1.922486953574940524e-02 2.804244319957464704e+00 4.901437129834043116e-01 2.957526223430890222e-01
2.422181780957335245e-02 1.291859910183185578e+00 2.456992212000133069e-01 2.698004260753782968e-01
3.051757812499999653e-02 1.345451834338485808e+00 4.212474365027041312e-01 3.024637548459312431e-01
3.844973907149881048e-02 1.187218338474708812e+00 3.351192833084494227e-01 3.250645915044452217e-01
4.844363561914670491e-02 5.319951650647082309e-01 2.691491696817743251e-01 2.145071927648245780e-01
6.103515624999999306e-02 3.816553410347626185e-01 2.015920643624538322e-01 1.806725490823147262e-01
7.689947814299762097e-02 2.582867076240994986e-01 1.713679438701659896e-01 1.370868479457939271e-01
9.688727123829340981e-02 1.405913941984132109e-01 1.208426526694605513e-01 8.486128549941822363e-02
1.220703124999999861e-01 7.570564315983846493e-02 7.074040523327559948e-02 5.425822023285194889e-02
1.537989562859952419e-01 3.204764944687685940e-02 2.895150534208181317e-02 2.478190080319909658e-02
1.937745424765868196e-01 1.992197909648678322e-02 1.611481893078924379e-02 1.289036213243975257e-02
2.441406249999999722e-01 8.651267665768937187e-03 6.640052730108696177e-03 6.263514008814810401e-03
3.075979125719904839e-01 3.938116247304153904e-03 2.399922938074256808e-03 2.599872445620022253e-03
3.875490849531736393e-01 1.531197377868791145e-03 8.342113256462413765e-04 9.088191349379891142e-04
4.882812499999999445e-01 6.181780633621636496e-04 3.108091735192690473e-04 3.137279400084307677e-04
6.151958251439809677e-01 1.517926688253754940e-04 7.320747171834592244e-05 8.677170667447841516e-05
7.750981699063472785e-01 1.315523729670899414e-05 8.156979725118681211e-06 1.084199350621383312e-05
9.765624999999998890e-01 4.315509854891265301e-07 2.464478153002129361e-07 3.686727586746332916e-07
1.230391650287961935e+00 5.203136422425555422e-09 3.262097350073081943e-09 5.926044828644652313e-09
1.550196339812694557e+00 3.882756234450446399e-11 2.462576477765073764e-11 5.396156641883271807e-11
1.953124999999999778e+00 2.795524245501208821e-12 2.529699141034938901e-12 2.957578105832232515e-12
2.460783300575923871e+00 1.253113210933809782e-12 7.905124282102946393e-13 1.155257602788489756e-12
3.100392679625389114e+00 1.314902830412724593e-12 5.111248290867757899e-13 6.587976675527391117e-13
3.906249999999999556e+00 1.097410973750433243e-12 4.948952183187398235e-13 6.898887893361440688e-13
