# f avgSuu avgSvv avgSww
6.055454452393338113e-03 3.147480403378105418e+00 9.887931561211847631e-02 1.598616240149116907e-01
7.629394531249999133e-03 2.198772407888158753e+01 1.547499813960818704e+00 2.415766119779544141e+00
9.612434767874702621e-03 3.881385934166286411e+00 3.201868485740248516e-01 5.477341865589122616e-01
1.211090890478667623e-02 5.150794793568989505e+00 6.110551484471538064e-01 7.692752225875532091e-01
1.525878906249999827e-02 7.212281437537171769e+00 6.995254442653622284e-01 5.321332352262786447e-01
1.922486953574940524e-02 2.802032593836482288e+00 4.743970371178907741e-01 2.728272201216911941e-01
2.422181780957335245e-02 1.456934774467277371e+00 1.800270844240147439e-01 2.665512230065760213e-01
3.051757812499999653e-02 1.649597474727485746e+00 4.632725494679561518e-01 3.088990337930642704e-01
3.844973907149881048e-02 1.007865803629365731e+00 3.265367930887924097e-01 2.613667028265742043e-01
4.844363561914670491e-02 4.979792049505984419e-01 2.475063710115824323e-01 1.721433565618852857e-01
6.103515624999999306e-02 3.355856291696120430e-01 1.957221966789566003e-01 1.558577977273077064e-01
7.689947814299762097e-02 2.038660003626542316e-01 1.399993203383534945e-01 9.461041945559042765e-02
9.688727123829340981e-02 8.786034178922885740e-02 1.232374064905217281e-01 6.671238098633539004e-02
1.220703124999999861e-01 4.665261917851360601e-02 6.656918990803591119e-02 3.383802941846527496e-02
1.537989562859952419e-01 1.822673203362594821e-02 2.848369795946214394e-02 1.705721789286816781e-02
1.937745424765868196e-01 7.330699269699551303e-03 1.532685022380777910e-02 6.104036414950772711e-03
2.441406249999999722e-01 1.794611080750899233e-03 4.556090787036227475e-03 2.368619184629805561e-03
3.075979125719904839e-01 5.238875666759252670e-04 1.024444685926582683e-03 5.433602124344289906e-04
3.875490849531736393e-01 1.017319975740740655e-04 1.631213258681975644e-04 8.704345252598337372e-05
4.882812499999999445e-01 2.399992917530751534e-05 2.599709334750578983e-05 1.288022046763072589e-05
6.151958251439809677e-01 4.451000513346867497e-06 8.117060244858101932e-06 3.258351664366948654e-06
7.750981699063472785e-01 8.792955701746621274e-07 3.883853820774394763e-06 1.357288075107326438e-06
9.765624999999998890e-01 1.625552458239561475e-07 1.103232915555624337e-06 3.354422605756091112e-07
1.230391650287961935e+00 2.010508854587258511e-08 1.591096191631721566e-07 5.550514605614025842e-08
1.550196339812694557e+00 2.397449833968145557e-09 1.314283769025126637e-08 5.834601250017467655e-09
1.953124999999999778e+00 5.995500700552463221e-10 1.150031071072257083e-09 5.986373147802880544e-10
2.460783300575923871e+00 1.118489264696565119e-10 2.196347186399796280e-10 7.676248973250349452e-11
3.100392679625389114e+00 1.728345252104029860e-11 2.230014147997907958e-11 8.956226099666639616e-12
3.906249999999999556e+00 2.390253764874082664e-11 1.848311379880321320e-11 1.055444632987254499e-11
