# f avgSuu avgSvv avgSww
6.055454452393338113e-03 1.625945925516310453e+00 3.040585504893786872e-01 2.208897082730692796e-01
7.629394531249999133e-03 1.079618588898314613e+01 3.972382387671827608e+00 3.308458463889233148e+00
9.612434767874702621e-03 2.138182243510021063e+00 6.977387845433630220e-01 8.151633549548048530e-01
1.211090890478667623e-02 3.351567382117023985e+00 1.023601916045141946e+00 8.311882941455929208e-01
1.525878906249999827e-02 4.468189875085717411e+00 1.113766213223928325e+00 5.918167554758704263e-01
1.922486953574940524e-02 1.902825749583203496e+00 5.240647823181976417e-01 2.816171920223944358e-01
2.422181780957335245e-02 1.043996729715223948e+00 2.335635778246045735e-01 2.380860182219531884e-01
3.051757812499999653e-02 1.202336212870287246e+00 4.746396620013929590e-01 2.981742700804358992e-01
3.844973907149881048e-02 7.005706171119144843e-01 3.028156804574374528e-01 2.261824673104891603e-01
4.844363561914670491e-02 4.068846247127340665e-01 2.510562632607581390e-01 1.482342088578229855e-01
6.103515624999999306e-02 2.952598964208678067e-01 1.940028855054246881e-01 1.397495588670686628e-01
7.689947814299762097e-02 1.570730590369263380e-01 1.287318315062921659e-01 8.499583550057895898e-02
9.688727123829340981e-02 6.886915617324342043e-02 1.187903898764542804e-01 5.387545945776999606e-02
1.220703124999999861e-01 4.045663692370167486e-02 6.507776589082517327e-02 3.080322911253974630e-02
1.537989562859952419e-01 1.473375378044262766e-02 2.970941467084695087e-02 1.361725057784336779e-02
1.937745424765868196e-01 5.369673168729303253e-03 1.437675962315932733e-02 5.496347109899810991e-03
2.441406249999999722e-01 1.156749100733100348e-03 4.476360206816908625e-03 1.760111143741667191e-03
3.075979125719904839e-01 2.281431476377759882e-04 9.512408229824418585e-04 3.905511514435995720e-04
3.875490849531736393e-01 2.445922135526272677e-05 1.401826274290170606e-04 4.935334426185594047e-05
4.882812499999999445e-01 2.266855980288689409e-06 9.637358903159021057e-06 3.265589440243139896e-06
6.151958251439809677e-01 2.997597488089876861e-07 5.642910618973799668e-07 2.364474893518484336e-07
7.750981699063472785e-01 8.365988754273416040e-08 3.459432016934477197e-07 1.034947755119761931e-07
9.765624999999998890e-01 4.145739457915085507e-08 2.123037192009854397e-07 5.358469252540373832e-08
1.230391650287961935e+00 3.685365218934898285e-08 8.875885042620385049e-08 2.633158044727022448e-08
1.550196339812694557e+00 2.710480330658484606e-08 2.658212591358299205e-08 1.436905786526000552e-08
1.953124999999999778e+00 5.703625148668853421e-08 3.424894544607474458e-08 2.629036595851304427e-08
2.460783300575923871e+00 4.503522463539045902e-09 2.321579570374994998e-09 2.156290133339181480e-09
3.100392679625389114e+00 7.652212055000656926e-10 3.945704532683271904e-10 3.295264034300802774e-10
3.906249999999999556e+00 7.406161479184861451e-09 4.129167338847048221e-09 3.385163302818760357e-09
