# f avgSuu avgSvv avgSww
6.055454452393338113e-03 3.480745081527120810e+00 8.738896215228454667e-02 1.671861321250528720e-01
7.629394531249999133e-03 2.440982104753273063e+01 1.284137049482529047e+00 2.558596446701641547e+00
9.612434767874702621e-03 4.190101346048552777e+00 2.791571767994579512e-01 5.728409507612084450e-01
1.211090890478667623e-02 5.231693392984842816e+00 6.395286340754636756e-01 7.979886138203162727e-01
1.525878906249999827e-02 7.152848435600187571e+00 7.178150352243091170e-01 5.557239867706256220e-01
1.922486953574940524e-02 2.787556486539257694e+00 4.673855332317823907e-01 2.756321902979995686e-01
2.422181780957335245e-02 1.443645866090384589e+00 1.875732454669173099e-01 2.680462545688649945e-01
3.051757812499999653e-02 1.581234151999242332e+00 4.514789411005749598e-01 3.058174500472293222e-01
3.844973907149881048e-02 1.089624887318509705e+00 3.336382514442244873e-01 2.751831350856288605e-01
4.844363561914670491e-02 5.043689299706027862e-01 2.493347426709370540e-01 1.817074763442932672e-01
6.103515624999999306e-02 3.382390633895562826e-01 1.945276947427791447e-01 1.591594733200972223e-01
7.689947814299762097e-02 2.245410781860685268e-01 1.466409320851724263e-01 9.877870411958068753e-02
9.688727123829340981e-02 1.027635491552279512e-01 1.232042874675327443e-01 7.294853129541693793e-02
1.220703124999999861e-01 5.071424822995304615e-02 6.639806995366998033e-02 3.749010142627597075e-02
1.537989562859952419e-01 2.040627100972472810e-02 2.751384749815711725e-02 1.965118793714419956e-02
1.937745424765868196e-01 9.486888999265251018e-03 1.530224091436546002e-02 7.444266785237715726e-03
2.441406249999999722e-01 2.927526909155794225e-03 4.555689086795009467e-03 3.229906557011952024e-03
3.075979125719904839e-01 9.563014373581230293e-04 1.204712111318859656e-03 8.982677304902448017e-04
3.875490849531736393e-01 2.209322921337186015e-04 2.254627789373609868e-04 1.918755178715086311e-04
4.882812499999999445e-01 5.718203781542751567e-05 4.960288494619090186e-05 3.601832661011932760e-05
6.151958251439809677e-01 1.187742351341902809e-05 1.578835899488194639e-05 1.007089149891021808e-05
7.750981699063472785e-01 1.938735181450891093e-06 6.067962196614982183e-06 3.118007206016769276e-06
9.765624999999998890e-01 3.009006360451515466e-07 1.475644788329028838e-06 6.774113980129172702e-07
1.230391650287961935e+00 3.863939490771626625e-08 2.054932876800814113e-07 1.129186059390542526e-07
1.550196339812694557e+00 4.639416949746427733e-09 2.195577067119040063e-08 1.289276462235498398e-08
1.953124999999999778e+00 1.075008001313791503e-09 2.039212474005497289e-09 1.253264606861819790e-09
2.460783300575923871e+00 1.864277800883515303e-10 2.898119147231426547e-10 1.622980203778473590e-10
3.100392679625389114e+00 2.654894821625787795e-11 2.945749179017369588e-11 1.882999557413533394e-11
3.906249999999999556e+00 1.813767469598716276e-11 1.662906929440480246e-11 1.220253466701516010e-11
