# f avgSuu avgSvv avgSww
6.055454452393338113e-03 3.401868377211919370e+00 8.966212780086897649e-02 1.638144565204207037e-01
7.629394531249999133e-03 2.386108191910618359e+01 1.337755222730125482e+00 2.504591872870758351e+00
9.612434767874702621e-03 4.129021914888015843e+00 2.859421368043548184e-01 5.600407614394760092e-01
1.211090890478667623e-02 5.228981047554133177e+00 6.276723029143205235e-01 7.896067764799603594e-01
1.525878906249999827e-02 7.202969185394930918e+00 7.132336157766113738e-01 5.495274635299940424e-01
1.922486953574940524e-02 2.791941518077396989e+00 4.689426505946465151e-01 2.741260319083154151e-01
2.422181780957335245e-02 1.454634152250429580e+00 1.831520312704683073e-01 2.681285049437550638e-01
3.051757812499999653e-02 1.611436579463107366e+00 4.569447572797923351e-01 3.076199391304651476e-01
3.844973907149881048e-02 1.064611890909202607e+00 3.320676073762808267e-01 2.706631722485727809e-01
4.844363561914670491e-02 5.019416196481988335e-01 2.482313174125063415e-01 1.782666443203647366e-01
6.103515624999999306e-02 3.355137850258081977e-01 1.949805521091745875e-01 1.576239227306308610e-01
7.689947814299762097e-02 2.180324051082403736e-01 1.442309755487986289e-01 9.660794543405515356e-02
9.688727123829340981e-02 9.770423438231935764e-02 1.231928164287506705e-01 7.091980410751856645e-02
1.220703124999999861e-01 4.929628779389851057e-02 6.636354404335720325e-02 3.595551085018253851e-02
1.537989562859952419e-01 1.960023954340306407e-02 2.778303468064203391e-02 1.892550275320419376e-02
1.937745424765868196e-01 8.760609870610579220e-03 1.533438560451332727e-02 6.940716280175003410e-03
2.441406249999999722e-01 2.502427539614343003e-03 4.553711106794928153e-03 2.910981416195073616e-03
3.075979125719904839e-01 7.986916660102309339e-04 1.132197933083354006e-03 7.522891978891677869e-04
3.875490849531736393e-01 1.733687804407527382e-04 2.032670408575359727e-04 1.501892339230915445e-04
4.882812499999999445e-01 4.490642820769105985e-05 3.995457665572406408e-05 2.643468427633613959e-05
6.151958251439809677e-01 9.024972617744795301e-06 1.284742803863547490e-05 7.179216931053927542e-06
7.750981699063472785e-01 1.533041924427525493e-06 5.358285462783150572e-06 2.403511026708375265e-06
9.765624999999998890e-01 2.459794499698647909e-07 1.370672848724683947e-06 5.301698648866097925e-07
1.230391650287961935e+00 3.155582735032475626e-08 1.861487302422205937e-07 8.780295059435302617e-08
1.550196339812694557e+00 3.529365531269453330e-09 1.863390997469287013e-08 9.404891097103556481e-09
1.953124999999999778e+00 8.481942047711227027e-10 1.738189694538377960e-09 9.904326182788147295e-10
2.460783300575923871e+00 1.575592516409658525e-10 2.651968629465708317e-10 1.215579459535258735e-10
3.100392679625389114e+00 2.174606936571278372e-11 2.712012537298866635e-11 1.412088190522148613e-11
3.906249999999999556e+00 1.578728329409568500e-11 1.486416380004630648e-11 1.081474449916067158e-11
